ctxn_balance,ctxn_attribute1,ctxn_primary_uom_code,ctxn_attribute2,ctxn_document_number,cdct_name,codv_invoice,ctxn_organization_id,ctxn_transaction_reference,ctxn_expiration_date,ctxn_secondary_qty,ctxn_secondary_uom_code,ctxn_movement_type,ctxn_transaction_date,ctxn_warehouse_code,ctxn_task_id,ctxn_item_code1,ctxn_item_code2,ctxn_onset_date,ctxn_currency_code,ctxn_primary_qty,ctxn_handling_unit,ctxn_storagebin_code,ctxn_stock_type_code,ctxn_created_on,ctxn_id,ctxn_document_reference,ctxn_created_by,ctxn_item_name1,ctxn_current_cost,ctxn_transaction_group_id,ctxn_batch_number,metadata_fecha_consulta
77.0,,Metro,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-04,1290,,10031918,,,$,77.0,PLT2179174,PRODUCCION,01,15:39:50,2085022,,sacosta,CANTO PVC REHAU GLACIAL DX (teka artico) 19X0.40MM (U.E 300 m) 300mxRollo,324.28,1760366,,2025-09-05 15:37:29
0.0,,Metro,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-04,1290,,10031918,,,$,-77.0,PLT2179174,Picking,01,15:39:50,2085021,,sacosta,CANTO PVC REHAU GLACIAL DX (teka artico) 19X0.40MM (U.E 300 m) 300mxRollo,324.28,1760366,,2025-09-05 15:37:29
92.0,,Metro,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-04,1290,,10014043,,,COP,92.0,PLT2179174,PRODUCCION,01,15:39:50,2085020,,sacosta,CANTO PVC INTRAPLAS GRACIA 19X0.45MM 240mxRollo,306.24,1760366,,2025-09-05 15:37:29
0.0,,Metro,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-04,1290,,10014043,,,COP,-92.0,PLT2179174,Picking,01,15:39:50,2085019,,sacosta,CANTO PVC INTRAPLAS GRACIA 19X0.45MM 240mxRollo,306.24,1760366,,2025-09-05 15:37:29
43.0,,Metro,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-04,1290,,10014050,,,COP,43.0,PLT2179174,PRODUCCION,01,15:39:50,2085018,,sacosta,CANTO PVC INTRAPLAS GRACIA 19X1.5 MM 100mxRollo,1000.32,1760366,,2025-09-05 15:37:29
0.0,,Metro,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-04,1290,,10014050,,,COP,-43.0,PLT2179174,Picking,01,15:39:50,2085017,,sacosta,CANTO PVC INTRAPLAS GRACIA 19X1.5 MM 100mxRollo,1000.32,1760366,,2025-09-05 15:37:29
85.0,,Metro,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-04,1290,,10031927,,,COP,85.0,PLT2179174,PRODUCCION,01,15:39:50,2085016,,sacosta,CANTO PVC REHAU SODER 2026 (roble provenzal) 19X0.40MM (U.E 300 m) 300mxRollo,324.28,1760366,,2025-09-05 15:37:29
0.0,,Metro,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-04,1290,,10031927,,,COP,-85.0,PLT2179174,Picking,01,15:39:50,2085015,,sacosta,CANTO PVC REHAU SODER 2026 (roble provenzal) 19X0.40MM (U.E 300 m) 300mxRollo,324.28,1760366,,2025-09-05 15:37:29
95.0,,Metro,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-04,1290,,10020934,,,COP,95.0,PLT2179174,PRODUCCION,01,15:39:50,2085014,,sacosta,CANTO PVC INTRAPLAS KALLIO 19X1.5 MM 100mxRollo,1000.32,1760366,,2025-09-05 15:37:29
0.0,,Metro,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-04,1290,,10020934,,,COP,-95.0,PLT2179174,Picking,01,15:39:50,2085013,,sacosta,CANTO PVC INTRAPLAS KALLIO 19X1.5 MM 100mxRollo,1000.32,1760366,,2025-09-05 15:37:29
31.0,,Metro,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-04,1290,,10020916,,,COP,31.0,PLT2179174,PRODUCCION,01,15:39:50,2085012,,sacosta,CANTO PVC INTRAPLAS KALLIO 19X0.45 MM 240mxRollo,306.24,1760366,,2025-09-05 15:37:29
0.0,,Metro,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-04,1290,,10020916,,,COP,-31.0,PLT2179174,Picking,01,15:39:50,2085011,,sacosta,CANTO PVC INTRAPLAS KALLIO 19X0.45 MM 240mxRollo,306.24,1760366,,2025-09-05 15:37:29
329.0,,Metro,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-04,1290,,10020916,,,COP,329.0,PLT2179174,PRODUCCION,01,15:39:50,2085010,,sacosta,CANTO PVC INTRAPLAS KALLIO 19X0.45 MM 240mxRollo,306.24,1760366,,2025-09-05 15:37:29
0.0,,Metro,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-04,1290,,10020916,,,COP,-329.0,PLT2179174,Picking,01,15:39:50,2085009,,sacosta,CANTO PVC INTRAPLAS KALLIO 19X0.45 MM 240mxRollo,306.24,1760366,,2025-09-05 15:37:29
52.0,,Metro,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-04,1290,,10032021,,,$,52.0,PLT2179174,PRODUCCION,01,15:39:50,2085008,,sacosta,CANTO PVC REHAU GLACIAL DX (teka artico) 19X1.5 MM (U.E 150 m) 150mxRollo,1140.96,1760366,,2025-09-05 15:37:29
0.0,,Metro,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-04,1290,,10032021,,,$,-52.0,PLT2179174,Picking,01,15:39:50,2085007,,sacosta,CANTO PVC REHAU GLACIAL DX (teka artico) 19X1.5 MM (U.E 150 m) 150mxRollo,1140.96,1760366,,2025-09-05 15:37:29
85.0,,Metro,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-04,1290,,10031993,,,$,85.0,PLT2179174,PRODUCCION,01,15:39:50,2085006,,sacosta,CANTO PVC REHAU BLANCO NEVADO DX 19X0.40MM (U.E 300 m) 300mxRollo,235.13,1760366,,2025-09-05 15:37:29
0.0,,Metro,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-04,1290,,10031993,,,$,-85.0,PLT2179174,Picking,01,15:39:50,2085005,,sacosta,CANTO PVC REHAU BLANCO NEVADO DX 19X0.40MM (U.E 300 m) 300mxRollo,235.13,1760366,,2025-09-05 15:37:29
21.0,,Metro,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-04,1290,,10016601,,,$,21.0,PLT2179174,PRODUCCION,01,15:39:50,2085004,,sacosta,CANTO ABS REHAU RADIANT BLANCO BRILLANTE 6010 23X1MM (U.E 120M) 60MxRollo,2710.65,1760366,,2025-09-05 15:37:29
0.0,,Metro,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-04,1290,,10016601,,,$,-21.0,PLT2179174,Picking,01,15:39:50,2085003,,sacosta,CANTO ABS REHAU RADIANT BLANCO BRILLANTE 6010 23X1MM (U.E 120M) 60MxRollo,2710.65,1760366,,2025-09-05 15:37:29
326.0,,Metro,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-04,1290,,10027452,,,COP,326.0,PLT2179174,PRODUCCION,01,15:39:50,2085002,,sacosta,CANTO PVC INTRAPLAS AUSTRAL RUSTICK 19X0.45 MM 240mxRollo,306.24,1760366,,2025-09-05 15:37:29
0.0,,Metro,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-04,1290,,10027452,,,COP,-326.0,PLT2179174,Picking,01,15:39:50,2085001,,sacosta,CANTO PVC INTRAPLAS AUSTRAL RUSTICK 19X0.45 MM 240mxRollo,306.24,1760366,,2025-09-05 15:37:29
35.0,,Metro,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-04,1290,,10028689,,,COP,35.0,PLT2179174,PRODUCCION,01,15:39:50,2085000,,sacosta,CANTO PVC INTRAPLAS AUSTRAL RUSTICK 19X1.5 MM 100mxRollo,1000.32,1760366,,2025-09-05 15:37:29
0.0,,Metro,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-04,1290,,10028689,,,COP,-35.0,PLT2179174,Picking,01,15:39:50,2084999,,sacosta,CANTO PVC INTRAPLAS AUSTRAL RUSTICK 19X1.5 MM 100mxRollo,1000.32,1760366,,2025-09-05 15:37:29
51.0,,Metro,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-04,1290,,10028689,,,COP,51.0,PLT2179174,PRODUCCION,01,15:39:50,2084998,,sacosta,CANTO PVC INTRAPLAS AUSTRAL RUSTICK 19X1.5 MM 100mxRollo,1000.32,1760366,,2025-09-05 15:37:29
0.0,,Metro,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-04,1290,,10028689,,,COP,-51.0,PLT2179174,Picking,01,15:39:50,2084997,,sacosta,CANTO PVC INTRAPLAS AUSTRAL RUSTICK 19X1.5 MM 100mxRollo,1000.32,1760366,,2025-09-05 15:37:29
100.0,,Metro,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-04,1290,,10028689,,,COP,100.0,PLT2179174,PRODUCCION,01,15:39:50,2084996,,sacosta,CANTO PVC INTRAPLAS AUSTRAL RUSTICK 19X1.5 MM 100mxRollo,1000.32,1760366,,2025-09-05 15:37:29
0.0,,Metro,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-04,1290,,10028689,,,COP,-100.0,PLT2179174,Picking,01,15:39:50,2084995,,sacosta,CANTO PVC INTRAPLAS AUSTRAL RUSTICK 19X1.5 MM 100mxRollo,1000.32,1760366,,2025-09-05 15:37:29
12.0,,Und,,514355,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-04,1145,,10022479,,,$,12.0,PLT2179389,Picking,01,15:39:45,2084994,514354,eduarte,DISPOSITIVO PUSH SPAR,1569.13,1760365,,2025-09-05 15:37:29
14.0,,Und,,514355,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-04,1145,,10022479,,,$,-12.0,183124,F22M7.6A30,01,15:39:45,2084993,514354,eduarte,DISPOSITIVO PUSH SPAR,1569.13,1760365,,2025-09-05 15:37:29
2.0,,Und,,514379,Traslado de Materiales,,98,,2026-04-30,,,313 Traslado de confirmacion de picking,2025-09-04,1145,,10030804,,,$,2.0,PLT2179459,Picking,01,15:39:20,2084992,514373,aanaya,SIKA-1 UNIVERSAL                  /6X4KG,46661.0,1760364,,2025-09-05 15:37:29
14.0,,Und,,514379,Traslado de Materiales,,98,,2026-04-30,,,313 Traslado de confirmacion de picking,2025-09-04,1145,,10030804,,,$,-2.0,190917,F16M6A10IZQ,01,15:39:20,2084991,514373,aanaya,SIKA-1 UNIVERSAL                  /6X4KG,46661.0,1760364,,2025-09-05 15:37:29
3.0,,Lámina,,513760,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-04,1145,,10010666,,,$,3.0,PLT2179464,Picking,01,15:38:47,2084990,513757,jvaca,MELAMINICO  SUPERCOR  PB  RH  CHANTILLI    TEX MADERA  183X244X15,220324.35,1760363,,2025-09-05 15:37:29
39.0,,Lámina,,513760,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-04,1145,,10010666,,,$,-3.0,194215,F5M2A10,01,15:38:47,2084989,513757,jvaca,MELAMINICO  SUPERCOR  PB  RH  CHANTILLI    TEX MADERA  183X244X15,220324.35,1760363,,2025-09-05 15:37:29
1.0,,Lámina,,514334,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-04,1290,,10013406,,,$,1.0,PLT2177731,Picking,01,15:38:33,2084988,514332,lortiz,TABLERO RAUVISIO RADIANT MDF  BLANCO HG  6010  1C 122 X 280 X 18,357701.29,1760361,,2025-09-05 15:37:29
1.0,,Lámina,,514334,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-04,1290,,10013406,,,$,-1.0,180186,F8M4A30,01,15:38:33,2084987,514332,lortiz,TABLERO RAUVISIO RADIANT MDF  BLANCO HG  6010  1C 122 X 280 X 18,357701.29,1760361,,2025-09-05 15:37:29
1.0,,Und,,514379,Traslado de Materiales,,98,,2027-01-30,,,313 Traslado de confirmacion de picking,2025-09-04,1145,,10022437,,,$,1.0,PLT2179459,Picking,01,15:37:48,2084986,514373,aanaya,SIKAFILL 7 POWER GALON x 4.2 KG - GRIS (617496),47108.6,1760360,,2025-09-05 15:37:29
27.0,,Und,,514379,Traslado de Materiales,,98,,2027-01-30,,,313 Traslado de confirmacion de picking,2025-09-04,1145,,10022437,,,$,-1.0,194569,F16M5A10DER,01,15:37:48,2084985,514373,aanaya,SIKAFILL 7 POWER GALON x 4.2 KG - GRIS (617496),47108.6,1760360,,2025-09-05 15:37:29
5.0,,Lámina,,513759,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-04,1145,,10008553,,,$,5.0,PLT2179464,Picking,01,15:37:23,2084984,513757,jvaca,MDF IMPORTADO TABLEMAC   183X244X04,61467.6,1760359,,2025-09-05 15:37:29
22.0,,Lámina,,513759,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-04,1145,,10008553,,,$,-5.0,158151,F2M24A20,01,15:37:23,2084983,513757,jvaca,MDF IMPORTADO TABLEMAC   183X244X04,61467.6,1760359,,2025-09-05 15:37:29
1.0,,Und,,514379,Traslado de Materiales,,98,,2026-05-31,,,313 Traslado de confirmacion de picking,2025-09-04,1145,,10030803,,,$,1.0,PLT2179459,Picking,01,15:36:40,2084982,514373,aanaya,SIKA-1 UNIVERSAL                 /12X2KG,23392.0,1760358,,2025-09-05 15:37:29
2.0,,Und,,514379,Traslado de Materiales,,98,,2026-05-31,,,313 Traslado de confirmacion de picking,2025-09-04,1145,,10030803,,,$,-1.0,190928,F16M4A20DER,01,15:36:40,2084981,514373,aanaya,SIKA-1 UNIVERSAL                 /12X2KG,23392.0,1760358,,2025-09-05 15:37:29
50.0,,Metro,,514254,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-04,1145,,10031492,,,COP,50.0,PLT2179400,Picking,08,15:36:06,2084980,514253,eduarte,CANTO PVC INTRAPLAS FLORMORADO 19X0.45 MM (U.E 720 m) 240mxRollo,451.39,1760357,,2025-09-05 15:37:29
18.0,,Metro,,514254,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-04,1145,,10031492,,,COP,-50.0,162227,F21M1A20DER,08,15:36:06,2084979,514253,eduarte,CANTO PVC INTRAPLAS FLORMORADO 19X0.45 MM (U.E 720 m) 240mxRollo,451.39,1760357,,2025-09-05 15:37:29
3.0,,Und,,514379,Traslado de Materiales,,98,,2028-05-30,,,313 Traslado de confirmacion de picking,2025-09-04,1145,,10006892,,,$,3.0,PLT2179459,Picking,01,15:35:23,2084978,514373,aanaya,VINILTEX BLANCO 1501 GALON,63544.0,1760356,,2025-09-05 15:37:29
42.0,,Und,,514379,Traslado de Materiales,,98,,2028-05-30,,,313 Traslado de confirmacion de picking,2025-09-04,1145,,10006892,,,$,-3.0,190790,F15M2A20DER,01,15:35:23,2084977,514373,aanaya,VINILTEX BLANCO 1501 GALON,63544.0,1760356,,2025-09-05 15:37:29
4.0,,Lámina,,513759,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-04,1145,,10008611,,,$,4.0,PLT2179464,Picking,01,15:34:52,2084976,513757,jvaca,FORMALETA SUPERT   183X244X18,167691.2,1760355,,2025-09-05 15:37:29
0.0,,Lámina,,513759,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-04,1145,,10008611,,,$,-4.0,158367,F4M8A20,01,15:34:52,2084975,513757,jvaca,FORMALETA SUPERT   183X244X18,167691.2,1760355,,2025-09-05 15:37:29
100.0,,Metro,,514302,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-04,1290,,10028689,,,COP,9.0,PLT2179174,Picking,01,15:33:24,2084974,514301,sacosta,CANTO PVC INTRAPLAS AUSTRAL RUSTICK 19X1.5 MM 100mxRollo,1000.32,1760353,,2025-09-05 15:37:29
0.0,,Metro,,514302,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-04,1290,,10028689,,,COP,-9.0,180661,F1M11A70DER,01,15:33:24,2084973,514301,sacosta,CANTO PVC INTRAPLAS AUSTRAL RUSTICK 19X1.5 MM 100mxRollo,1000.32,1760353,,2025-09-05 15:37:29
91.0,,Metro,,514302,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-04,1290,,10028689,,,COP,36.0,PLT2179174,Picking,01,15:33:24,2084972,514301,sacosta,CANTO PVC INTRAPLAS AUSTRAL RUSTICK 19X1.5 MM 100mxRollo,1000.32,1760353,,2025-09-05 15:37:29
9.0,,Metro,,514302,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-04,1290,,10028689,,,COP,-36.0,180661,F1M11A70DER,01,15:33:24,2084971,514301,sacosta,CANTO PVC INTRAPLAS AUSTRAL RUSTICK 19X1.5 MM 100mxRollo,1000.32,1760353,,2025-09-05 15:37:29
51.0,,Metro,,514302,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-04,1290,,10028689,,,COP,51.0,PLT2179174,Picking,01,15:33:24,2084970,514301,sacosta,CANTO PVC INTRAPLAS AUSTRAL RUSTICK 19X1.5 MM 100mxRollo,1000.32,1760353,,2025-09-05 15:37:29
0.0,,Metro,,514302,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-04,1290,,10028689,,,COP,-51.0,180661,F1M11A70DER,01,15:33:24,2084969,514301,sacosta,CANTO PVC INTRAPLAS AUSTRAL RUSTICK 19X1.5 MM 100mxRollo,1000.32,1760353,,2025-09-05 15:37:29
35.0,,Metro,,514302,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-04,1290,,10028689,,,COP,35.0,PLT2179174,Picking,01,15:33:24,2084968,514301,sacosta,CANTO PVC INTRAPLAS AUSTRAL RUSTICK 19X1.5 MM 100mxRollo,1000.32,1760353,,2025-09-05 15:37:29
165.0,,Metro,,514302,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-04,1290,,10028689,,,COP,-35.0,180661,F1M11A70DER,01,15:33:24,2084967,514301,sacosta,CANTO PVC INTRAPLAS AUSTRAL RUSTICK 19X1.5 MM 100mxRollo,1000.32,1760353,,2025-09-05 15:37:29
55.0,,Metro,,514302,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-04,1290,,10028689,,,COP,55.0,PLT2179174,Picking,01,15:33:24,2084966,514301,sacosta,CANTO PVC INTRAPLAS AUSTRAL RUSTICK 19X1.5 MM 100mxRollo,1000.32,1760353,,2025-09-05 15:37:29
45.0,,Metro,,514302,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-04,1290,,10028689,,,COP,-55.0,180661,F1M11A70DER,01,15:33:24,2084965,514301,sacosta,CANTO PVC INTRAPLAS AUSTRAL RUSTICK 19X1.5 MM 100mxRollo,1000.32,1760353,,2025-09-05 15:37:29
326.0,,Metro,,514302,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-04,1290,,10027452,,,COP,45.0,PLT2179174,Picking,01,15:33:06,2084964,514301,sacosta,CANTO PVC INTRAPLAS AUSTRAL RUSTICK 19X0.45 MM 240mxRollo,306.24,1760351,,2025-09-05 15:37:29
129.0,,Metro,,514302,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-04,1290,,10027452,,,COP,-45.0,180661,F1M11A70DER,01,15:33:06,2084963,514301,sacosta,CANTO PVC INTRAPLAS AUSTRAL RUSTICK 19X0.45 MM 240mxRollo,306.24,1760351,,2025-09-05 15:37:29
281.0,,Metro,,514302,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-04,1290,,10027452,,,COP,156.0,PLT2179174,Picking,01,15:33:06,2084962,514301,sacosta,CANTO PVC INTRAPLAS AUSTRAL RUSTICK 19X0.45 MM 240mxRollo,306.24,1760351,,2025-09-05 15:37:29
174.0,,Metro,,514302,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-04,1290,,10027452,,,COP,-156.0,180661,F1M11A70DER,01,15:33:06,2084961,514301,sacosta,CANTO PVC INTRAPLAS AUSTRAL RUSTICK 19X0.45 MM 240mxRollo,306.24,1760351,,2025-09-05 15:37:29
125.0,,Metro,,514302,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-04,1290,,10027452,,,COP,125.0,PLT2179174,Picking,01,15:33:06,2084960,514301,sacosta,CANTO PVC INTRAPLAS AUSTRAL RUSTICK 19X0.45 MM 240mxRollo,306.24,1760351,,2025-09-05 15:37:29
330.0,,Metro,,514302,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-04,1290,,10027452,,,COP,-125.0,180661,F1M11A70DER,01,15:33:06,2084959,514301,sacosta,CANTO PVC INTRAPLAS AUSTRAL RUSTICK 19X0.45 MM 240mxRollo,306.24,1760351,,2025-09-05 15:37:29
0.0,,Metro,,514400,Salida por entrega,,98,,,,,261 Consumo de almacén para orden,2025-09-04,1290,,10003832,,,COP,-7.0,PLT2179175,PRODUCCION,01,15:31:12,2084958,514250,lguerrero,CANTO PVC INTRAPLAS  HUMO TABLEMAC 19X1.5 MM (U.E 500 m) 100mxRollo,1000.32,1760350,,2025-09-05 15:37:29
0.0,,Metro,,514400,Salida por entrega,,98,,,,,261 Consumo de almacén para orden,2025-09-04,1290,,10003831,,,COP,-10.0,PLT2179175,PRODUCCION,01,15:31:12,2084957,514250,lguerrero,CANTO PVC INTRAPLAS HUMO TABLEMAC 19X0.45MM 240mxRollo,306.24,1760349,,2025-09-05 15:37:29
0.0,,Metro,,514400,Salida por entrega,,98,,,,,261 Consumo de almacén para orden,2025-09-04,1290,,10020934,,,COP,-8.0,PLT2179175,PRODUCCION,01,15:31:12,2084956,514250,lguerrero,CANTO PVC INTRAPLAS KALLIO 19X1.5 MM 100mxRollo,1000.32,1760348,,2025-09-05 15:37:29
0.0,,Metro,,514400,Salida por entrega,,98,,,,,261 Consumo de almacén para orden,2025-09-04,1290,,10020916,,,COP,-25.0,PLT2179175,PRODUCCION,01,15:31:12,2084955,514250,lguerrero,CANTO PVC INTRAPLAS KALLIO 19X0.45 MM 240mxRollo,306.24,1760347,,2025-09-05 15:37:29
0.0,,Metro,,514400,Salida por entrega,,98,,,,,261 Consumo de almacén para orden,2025-09-04,1290,,10003802,,,COP,-18.0,PLT2179175,PRODUCCION,01,15:31:12,2084954,514250,lguerrero,CANTO PVC INTRAPLAS CEDRO 19X0.45MM 240mxRollo,306.24,1760346,,2025-09-05 15:37:29
0.0,,Metro,,514400,Salida por entrega,,98,,,,,261 Consumo de almacén para orden,2025-09-04,1290,,10031993,,,$,-7.0,PLT2179175,PRODUCCION,01,15:31:12,2084953,514250,lguerrero,CANTO PVC REHAU BLANCO NEVADO DX 19X0.40MM (U.E 300 m) 300mxRollo,235.13,1760345,,2025-09-05 15:37:29
0.0,,Metro,,514400,Salida por entrega,,98,,,,,261 Consumo de almacén para orden,2025-09-04,1290,,10003910,,,COP,-16.0,PLT2179175,PRODUCCION,01,15:31:12,2084952,514250,lguerrero,CANTO PVC INTRAPLAS WENGUE 19X0.45MM 240mxRollo,306.24,1760344,,2025-09-05 15:37:29
0.0,,Metro,,514400,Salida por entrega,,98,,,,,261 Consumo de almacén para orden,2025-09-04,1290,,10030231,,,COP,-15.0,PLT2179175,PRODUCCION,01,15:31:12,2084951,514250,lguerrero,CANTO PVC INTRAPLAS OASIS 19X0.45 MM 240mxRollo,306.24,1760343,,2025-09-05 15:37:29
0.0,,Metro,,514400,Salida por entrega,,98,,,,,261 Consumo de almacén para orden,2025-09-04,1290,,10032064,,,$,-36.0,PLT2179175,PRODUCCION,01,15:31:12,2084950,514250,lguerrero,CANTO PVC REHAU CARAMEL MATE NATURAL AR 19X1.5 MM (U.E 150 m) 150mxRollo,1186.7,1760342,,2025-09-05 15:37:29
0.0,,Metro,,514400,Salida por entrega,,98,,,,,261 Consumo de almacén para orden,2025-09-04,1290,,10031945,,,$,-516.0,PLT2179175,PRODUCCION,01,15:31:12,2084949,514250,lguerrero,CANTO PVC REHAU SAGANO DX 19X0.40MM (U.E 300 m) 300mxRollo,250.0,1760341,,2025-09-05 15:37:29
0.0,,Metro,,514400,Salida por entrega,,98,,,,,261 Consumo de almacén para orden,2025-09-04,1290,,10026776,,,COP,-12.0,PLT2179175,PRODUCCION,01,15:31:12,2084948,514250,lguerrero,CANTO PVC INTRAPLAS  GRAFFO  19X0.45MM (U.E 720 m) 240mxRollo,306.24,1760340,,2025-09-05 15:37:29
0.0,,Metro,,514400,Salida por entrega,,98,,,,,261 Consumo de almacén para orden,2025-09-04,1290,,10026779,,,COP,-12.0,PLT2179175,PRODUCCION,01,15:31:12,2084947,514250,lguerrero,CANTO PVC INTRAPLAS GRAFFO 19X1.5 MM (U.E 500 m) 100mxRollo,1000.32,1760339,,2025-09-05 15:37:29
516.0,,Metro,,514400,Salida por entrega,,98,,,,,261 Consumo de almacén para orden,2025-09-04,1290,,10031945,,,$,-40.0,PLT2179175,PRODUCCION,01,15:31:12,2084946,514250,lguerrero,CANTO PVC REHAU SAGANO DX 19X0.40MM (U.E 300 m) 300mxRollo,250.0,1760338,,2025-09-05 15:37:29
25.0,,Metro,,514400,Salida por entrega,,98,,,,,261 Consumo de almacén para orden,2025-09-04,1290,,10020916,,,COP,-41.0,PLT2179175,PRODUCCION,01,15:31:12,2084945,514250,lguerrero,CANTO PVC INTRAPLAS KALLIO 19X0.45 MM 240mxRollo,306.24,1760337,,2025-09-05 15:37:29
8.0,,Metro,,514400,Salida por entrega,,98,,,,,261 Consumo de almacén para orden,2025-09-04,1290,,10020934,,,COP,-19.0,PLT2179175,PRODUCCION,01,15:31:12,2084944,514250,lguerrero,CANTO PVC INTRAPLAS KALLIO 19X1.5 MM 100mxRollo,1000.32,1760336,,2025-09-05 15:37:29
7.0,,Metro,,514400,Salida por entrega,,98,,,,,261 Consumo de almacén para orden,2025-09-04,1290,,10031993,,,$,-10.0,PLT2179175,PRODUCCION,01,15:31:12,2084943,514250,lguerrero,CANTO PVC REHAU BLANCO NEVADO DX 19X0.40MM (U.E 300 m) 300mxRollo,235.13,1760335,,2025-09-05 15:37:29
0.0,,Metro,,514400,Salida por entrega,,98,,,,,261 Consumo de almacén para orden,2025-09-04,1290,,10033813,,,$,-44.0,PLT2179175,PRODUCCION,01,15:31:12,2084942,514250,lguerrero,CANTO PVC REHAU NEGRO MATE 19X0.40MM (U.E 300 m) 300mxRollo,324.28,1760334,,2025-09-05 15:37:29
19.0,,Metro,,514400,Salida por entrega,,98,,,,,261 Consumo de almacén para orden,2025-09-04,1290,,10032048,,,$,-30.0,PLT2179175,Picking,01,15:31:12,2084941,514250,lguerrero,CANTO PVC REHAU SAGANO DX 19X1.5 MM (U.E 150 m) 150mxRollo,1186.7,1760333,,2025-09-05 15:37:29
556.0,,Metro,,514400,Salida por entrega,,98,,,,,261 Consumo de almacén para orden,2025-09-04,1290,,10031945,,,$,-29.0,PLT2179175,PRODUCCION,01,15:31:12,2084940,514250,lguerrero,CANTO PVC REHAU SAGANO DX 19X0.40MM (U.E 300 m) 300mxRollo,250.0,1760332,,2025-09-05 15:37:29
0.0,,Metro,,514400,Salida por entrega,,98,,,,,261 Consumo de almacén para orden,2025-09-04,1290,,10031931,,,$,-25.0,PLT2179175,PRODUCCION,01,15:31:12,2084939,514250,lguerrero,CANTO PVC REHAU CHANTILLI DX 19X0.40MM (U.E 300 m) 300mxRollo,324.28,1760331,,2025-09-05 15:37:29
